"PVWatts: Hourly PV Performance Data"
"Requested Location:","Prague"
"Location:","PRAGUE, CZECH REPUBLIC"
"Lat (deg N):","50.1"
"Long (deg E):","14.28"
"Elev (m):","366"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","15"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","9.5"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","15","19","0","16","12","5","15.424","10.917","14.13","8.77"
"6","15","20","0","0","10","3","0","10","0","0"
"6","15","21","0","0","10.3","2","0","10.3","0","0"
"6","15","22","0","0","8","4","0","8","0","0"
"6","15","23","0","0","7","3","0","7","0","0"
"6","16","0","0","0","5.9","4","0","5.9","0","0"
"6","16","1","0","0","6","3","0","6","0","0"
"6","16","2","0","0","5","3","0","5","0","0"
"6","16","3","0","0","5.3","4","0","5.3","0","0"
"6","16","4","0","16","6","3","15.429","4.206","14.552","9.185"
"6","16","5","58","81","8","4","82.206","8.221","73.002","66.488"
"6","16","6","142","158","10.4","5","196.148","13.399","171.079","162.356"
"6","16","7","108","265","12","4","313.402","18.77","274.639","263.196"
"6","16","8","151","295","13.5","4.5","398.386","22.193","345.429","331.897"
"6","16","9","77","356","15.1","5","420.049","23.973","362.43","348.368"
"6","16","10","13","415","16","5","423.232","25.005","363.624","349.524"
"6","16","11","15","390","17","7","400.866","23.887","346.223","332.666"
"6","16","12","9","345","17.6","5","349.423","24.919","300.338","288.158"
"6","16","13","94","394","18.3","5","485.8","28.574","410.336","394.724"
"6","16","14","221","354","19","5","545.012","30.925","454.713","437.589"
"6","16","15","317","288","20","5","514.232","31.385","426.119","409.978"
"6","16","16","107","239","20","4","290.208","27.169","244.625","234.011"
"6","16","17","1","125","19","4","120.513","21.227","105.339","98.136"
"6","16","18","0","24","17.7","3","23.137","16.841","20.641","15.16"
"6","16","19","0","4","16","3","3.849","14.179","3.476","0"
"6","16","20","0","0","16","3","0","16","0","0"
"6","16","21","0","0","14.2","4","0","14.2","0","0"
"6","16","22","0","0","14","3","0","14","0","0"
"6","16","23","0","0","13","3","0","13","0","0"
"6","17","0","0","0","13.1","7","0","13.1","0","0"
"6","17","1","0","0","13","6","0","13","0","0"
"6","17","2","0","0","13","8","0","13","0","0"
"6","17","3","0","0","12.8","8","0","12.8","0","0"
"6","17","4","0","7","13","8","6.74","11.916","6.147","0.934"
"6","17","5","0","60","14","5","57.363","13.707","51.903","45.817"
"6","17","6","78","151","14.7","6","169.01","16.845","147.184","139.032"
"6","17","7","50","236","16","8","255.597","19.459","224.163","214.095"
"6","17","8","56","266","14","6","301.076","19.214","265.199","254.02"
"6","17","9","10","282","15.3","7","284.595","19.805","250.465","239.692"
"6","17","10","16","316","15","10","325.725","19.136","287.566","275.755"
"6","17","11","7","345","14","8","347.419","19.219","306.612","294.248"
"6","17","12","7","346","14.7","7","348.476","20.461","305.797","293.457"
"6","17","13","24","410","15","9","428.54","21.157","374.838","360.383"
"6","17","14","108","375","15","8","466.856","22.42","405.722","390.263"
"6","17","15","143","336","16.2","9","437.604","22.652","378.993","364.405"
"6","17","16","101","243","15","6","291.061","20.368","253.409","242.555"
"6","17","17","36","156","15","6","161.913","17.45","142.503","134.461"
"6","17","18","0","68","14.2","4","64.956","14.531","58.556","52.337"
"6","17","19","0","12","14","4","11.562","12.647","10.51","5.217"
"6","17","20","0","0","12","4","0","12","0","0"
"6","17","21","0","0","12","3","0","12","0","0"
"6","17","22","0","0","12","4","0","12","0","0"
"6","17","23","0","0","12","4","0","12","0","0"
"6","18","0","0","0","11.6","4","0","11.6","0","0"
"6","18","1","0","0","11","4","0","11","0","0"
"6","18","2","0","0","11","2","0","11","0","0"
"6","18","3","0","0","10.4","4","0","10.4","0","0"
"6","18","4","0","10","10","4","9.633","8.324","8.926","3.662"
"6","18","5","0","54","11","6","51.878","10.605","47.589","41.589"
"6","18","6","0","102","12.1","6","98.162","12.749","89.197","82.343"
"6","18","7","2","169","13","5","164.573","15.352","147.765","139.599"
"6","18","8","4","233","15","6","229.786","18.597","203.336","193.809"
"6","18","9","6","286","16.6","5","285.306","22.055","248.511","237.791"
"6","18","10","7","324","19","7","325.491","24.297","280.58","268.969"
"6","18","11","7","344","19","8","346.401","24.27","298.648","286.516"
"6","18","12","7","346","18","7","348.472","23.806","301.087","288.885"
"6","18","13","7","327","17","6","328.642","22.993","285.028","273.29"
"6","18","14","6","291","20","7","290.477","24.728","249.883","239.126"
"6","18","15","17","232","17.9","8","238.051","21.243","208.008","198.361"
"6","18","16","3","177","18","8","173.049","20.156","152.006","143.74"
"6","18","17","0","110","18","3","105.916","19.668","93.284","86.342"
"6","18","18","0","48","17.1","2","46.338","16.819","41.345","35.467"
"6","18","19","0","9","17","2","8.667","15.216","7.79","2.546"
"6","18","20","0","0","15","2","0","15","0","0"
"6","18","21","0","0","14.7","3","0","14.7","0","0"
"6","18","22","0","0","15","3","0","15","0","0"
"6","18","23","0","0","15","3","0","15","0","0"
"6","19","0","0","0","14.7","4","0","14.7","0","0"
"6","19","1","0","0","14","4","0","14","0","0"
"6","19","2","0","0","13","5","0","13","0","0"
"6","19","3","0","0","13.8","6","0","13.8","0","0"
"6","19","4","0","10","14","5","9.633","12.603","8.759","3.499"
"6","19","5","0","60","14","3","57.353","13.595","51.919","45.834"
"6","19","6","12","140","16.4","3","137.848","18.495","121.509","113.948"
"6","19","7","9","214","19","3","211.78","23.491","183.045","174.028"
"6","19","8","12","262","21","3","263.85","27.213","224.234","214.164"
"6","19","9","8","283","21.8","6","283.938","26.801","241.872","231.333"
"6","19","10","16","315","23","6","324.7","28.891","273.87","262.448"
"6","19","11","17","335","23","6","347.037","29.422","291.975","280.037"
"6","19","12","17","336","25","4","348.133","33.155","287.649","275.836"
"6","19","13","27","405","26","6","426.24","34.132","350.493","336.804"
"6","19","14","110","369","26","6","462.444","35.011","378.387","363.819"
"6","19","15","150","329","24.9","7","435.637","32.626","359.748","345.77"
"6","19","16","101","242","25","6","290.253","30.513","240.921","230.407"
"6","19","17","33","157","25","3","161.922","28.778","135.313","127.437"
"6","19","18","0","69","23.5","4","65.892","24.051","56.867","50.682"
"6","19","19","0","15","21","3","14.458","19.783","12.727","7.393"
"6","19","20","0","0","18","3","0","18","0","0"
"6","19","21","0","0","16.8","4","0","16.8","0","0"
"6","19","22","0","0","16","5","0","16","0","0"
"6","19","23","0","0","17","4","0","17","0","0"
"6","20","0","0","0","15.8","1","0","15.8","0","0"
"6","20","1","0","0","15","1","0","15","0","0"
"6","20","2","0","0","15","2","0","15","0","0"
"6","20","3","0","0","14.8","2","0","14.8","0","0"
"6","20","4","0","10","15","6","9.634","13.773","8.714","3.454"
"6","20","5","0","59","15","1","56.438","14.31","50.928","44.862"
"6","20","6","12","139","16.9","1","136.89","19.684","120.006","112.478"
"6","20","7","27","226","18","2","232.503","23.728","200.34","190.889"
"6","20","8","63","291","19","2","330.812","28.19","279.406","267.827"
"6","20","9","70","356","21","3","414.14","31.697","344.434","330.932"
"6","20","10","30","396","21","5","419.458","29.974","351.954","338.219"
"6","20","11","4","395","20","8","395.214","26.249","337.574","324.282"
"6","20","12","3","347","16.6","6","345.571","23.021","299.676","287.515"
"6","20","13","16","318","18","6","327.951","23.988","283.107","271.423"
"6","20","14","15","284","18","7","291.003","22.705","252.69","241.857"
"6","20","15","8","237","17.8","8","236.721","21.119","207.036","197.414"
"6","20","16","10","200","18","5","199.157","21.544","173.689","164.903"
"6","20","17","11","139","19","7","137.254","20.649","119.877","112.352"
"6","20","18","0","69","17.6","3","65.903","18.005","58.485","52.268"
"6","20","19","0","15","16","1","14.458","14.169","13.054","7.714"
"6","20","20","0","0","14","0","0","14","0","0"
"6","20","21","0","0","13.7","1","0","13.7","0","0"
"6","20","22","0","0","12","1","0","12","0","0"
"6","20","23","0","0","11","1","0","11","0","0"
"6","21","0","0","0","10.3","2","0","10.3","0","0"
"6","21","1","0","0","9","4","0","9","0","0"
"6","21","2","0","0","9","2","0","9","0","0"
"6","21","3","0","0","8.8","1","0","8.8","0","0"
"6","21","4","0","13","10","1","12.53","7.364","11.658","6.344"
"6","21","5","26","73","13","1","71.317","12.83","63.385","57.068"
"6","21","6","74","153","14.6","2","169.364","17.992","146.897","138.752"
"6","21","7","124","237","16","3","295.517","22.885","253.559","242.701"
"6","21","8","192","292","17","3","422.59","27.81","356.56","342.681"
"6","21","9","209","355","18.2","4","532.112","31.09","443.518","426.783"
"6","21","10","93","390","19","3","479.512","32.153","398.085","382.878"
"6","21","11","10","343","19","2","348.299","29.839","292.451","280.5"
"6","21","12","1","179","19.2","2","175.64","24.188","151.486","143.233"
"6","21","13","2","168","17","3","165.531","20.323","145.35","137.241"
"6","21","14","0","151","16","2","146.755","19.169","129.548","121.804"
"6","21","15","0","124","15.2","2","120.163","17.425","106.92","99.683"
"6","21","16","0","151","14","4","146.194","16.285","130.755","122.984"
"6","21","17","0","127","14","2","122.104","16.263","109.22","101.932"
"6","21","18","0","69","14.3","3","65.912","14.58","59.405","53.169"
"6","21","19","0","15","14","2","14.458","12.414","13.157","7.815"
"6","21","20","0","0","14","2","0","14","0","0"
"6","21","21","0","0","12.7","2","0","12.7","0","0"
"6","21","22","0","0","12","2","0","12","0","0"
"6","21","23","0","0","11","3","0","11","0","0"
"6","22","0","0","0","10.6","2","0","10.6","0","0"
"6","22","1","0","0","9","2","0","9","0","0"
"6","22","2","0","0","9","2","0","9","0","0"
"6","22","3","0","0","9.5","3","0","9.5","0","0"
"6","22","4","0","15","10","1","14.463","7.442","13.452","8.105"
"6","22","5","90","78","11","2","82.046","11.253","70.194","63.738"
"6","22","6","280","141","13.1","1","223.049","19.223","183.98","174.94"
"6","22","7","445","172","16","0","397.43","33.293","318.32","305.61"
"6","22","8","521","206","18","2","565.782","34.941","458.84","441.572"
"6","22","9","542","245","18.7","3","702.351","37.852","565.53","544.312"
"6","22","10","414","358","20","3","760.827","41.085","604.018","581.271"
"6","22","11","303","425","21","2","742.493","44.436","579.636","557.863"
"6","22","12","194","454","20.9","2","660.063","41.933","521.972","502.417"
"6","22","13","300","405","21","1","703.392","46.888","542.04","521.727"
"6","22","14","406","321","21","1","677.291","46.299","522.815","503.229"
"6","22","15","477","236","20.8","3","579.295","37.06","466.023","448.503"
"6","22","16","255","232","21","3","367.032","31.297","301.032","288.832"
"6","22","17","88","162","20","4","185.678","24.118","156.564","148.191"
"6","22","18","0","70","18.8","2","66.833","19.608","58.878","52.653"
"6","22","19","0","11","18","3","10.596","16.591","9.464","4.19"
"6","22","20","0","0","17","2","0","17","0","0"
"6","22","21","0","0","16.4","2","0","16.4","0","0"
"6","22","22","0","0","15","4","0","15","0","0"
"6","22","23","0","0","14.4","3.5","0","14.4","0","0"
"6","23","0","0","0","13.8","3","0","13.8","0","0"
"6","23","1","0","0","13.3","3","0","13.3","0","0"
"6","23","2","0","0","12.9","3","0","12.9","0","0"
"6","23","3","0","0","12.4","3","0","12.4","0","0"
"6","23","4","0","3","12.4","3.3","2.887","10.443","2.65","0"
"6","23","5","0","21","12.5","3.7","20.241","11.098","18.527","13.086"
"6","23","6","0","51","12.5","4","49.232","11.951","44.895","38.948"
"6","23","7","0","86","13","4","83.134","13.425","75.315","68.753"
"6","23","8","0","119","13","4","115.266","14.358","103.99","96.817"
"6","23","9","0","147","13.1","3","142.8","15.504","128.17","120.457"
"6","23","10","2","166","14","3","163.506","17.102","145.698","137.581"
"6","23","11","2","176","14","2","173.632","17.977","154.109","145.794"
"6","23","12","2","177","14","2","174.642","18.059","154.948","146.613"
"6","23","13","2","168","15","1","165.534","19.688","145.777","137.658"
"6","23","14","0","150","15","3","145.775","17.705","129.544","121.8"
"6","23","15","0","124","15.2","3","120.164","17.115","107.071","99.831"
"6","23","16","77","235","17","1","270.894","25.171","231.018","220.769"
"6","23","17","220","159","17","1","229.504","24.719","188.412","179.262"
"6","23","18","135","92","16.8","2","105.076","18.987","85.361","78.589"
"6","23","19","0","22","15","2","21.224","13.859","19.191","13.737"
"6","23","20","0","0","13","2","0","13","0","0"
"6","23","21","0","0","13.5","1","0","13.5","0","0"
"6","23","22","0","0","12","2","0","12","0","0"
"6","23","23","0","0","13","0","0","13","0","0"
"6","24","0","0","0","12.5","2","0","12.5","0","0"
"6","24","1","0","0","12","4","0","12","0","0"
"6","24","2","0","0","13","5","0","13","0","0"
"6","24","3","0","0","11.7","6","0","11.7","0","0"
"6","24","4","0","13","11","8","12.53","9.996","11.525","6.214"
"6","24","5","7","72","12","5","68.869","11.953","62.426","56.129"
"6","24","6","18","136","11.9","6","135.859","13.351","122.268","114.689"
"6","24","7","12","235","12","8","233.614","14.988","209.875","200.18"
"6","24","8","78","282","12","7","331.684","17.237","294.631","282.616"
"6","24","9","88","346","12.7","7","418.403","19.716","368.156","353.913"
"6","24","10","112","417","13","7","524.988","22.14","457.055","439.849"
"6","24","11","153","451","14","7","615.978","25.01","529.202","509.376"
"6","24","12","195","457","14","8","664.235","25.044","570.57","549.155"
"6","24","13","246","421","14","7","662.882","26.098","566.481","545.225"
"6","24","14","286","367","15","9","619.358","24.561","532.583","512.629"
"6","24","15","353","270","15.2","8","522.916","23.837","449.008","432.082"
"6","24","16","177","245","14","8","336.272","19.286","293.038","281.07"
"6","24","17","69","160","14","9","177.37","16.116","155.815","147.459"
"6","24","18","0","71","13.2","9","67.759","13.377","61.399","55.123"
"6","24","19","0","17","11","6","16.389","9.989","15.075","9.698"
"6","24","20","0","0","11","10","0","11","0","0"
"6","24","21","0","0","9.1","7","0","9.1","0","0"
"6","24","22","0","0","8","4","0","8","0","0"
"6","24","23","0","0","7","5","0","7","0","0"
"6","25","0","0","0","8","7","0","8","0","0"
"6","25","1","0","0","7","5","0","7","0","0"
"6","25","2","0","0","6","4","0","6","0","0"
"6","25","3","0","0","5.7","4","0","5.7","0","0"
"6","25","4","0","15","6","4","14.463","4.397","13.63","8.28"
"6","25","5","42","72","8","2","72.094","7.875","64.647","58.305"
"6","25","6","5","141","9.3","6","136.496","10.742","124.896","117.258"
"6","25","7","26","205","11","7","211.485","13.831","190.61","181.405"
"6","25","8","8","265","13","8","264.068","16.623","235.743","225.368"
"6","25","9","6","287","12.2","8","286.274","16.265","256.047","245.121"
"6","25","10","7","325","11.1","6","326.477","16.857","291.239","279.322"
"6","25","11","7","346","14","7","348.419","19.719","306.792","294.422"
"6","25","12","7","349","14","8","351.521","19.319","310.09","297.624"
"6","25","13","7","331","13","9","332.704","17.604","295.792","283.744"
"6","25","14","7","294","13","8","294.354","17.303","262.041","250.95"
"6","25","15","17","235","13.2","8","241.1","16.539","215.255","205.42"
"6","25","16","3","180","13","7","176.007","15.355","158.017","149.609"
"6","25","17","0","112","12","5","107.849","13.236","97.787","90.749"
"6","25","18","0","50","11.1","6","48.274","10.821","44.241","38.307"
"6","25","19","0","9","11","5","8.667","9.653","7.984","2.737"
"6","25","20","0","0","10","8","0","10","0","0"
"6","25","21","0","0","9.7","5","0","9.7","0","0"
"6","25","22","0","0","9","5","0","9","0","0"
"6","25","23","0","0","9","3","0","9","0","0"
"6","26","0","0","0","8","4","0","8","0","0"
"6","26","1","0","0","8","3","0","8","0","0"
"6","26","2","0","0","8","4","0","8","0","0"
"6","26","3","0","0","8","2","0","8","0","0"
"6","26","4","0","10","9","3","9.634","7.093","8.974","3.709"
"6","26","5","0","68","9","3","64.463","8.704","59.629","53.388"
"6","26","6","79","149","10.2","5","166.78","12.486","147.95","139.781"
"6","26","7","81","240","11","5","274.573","15.99","243.933","233.338"
"6","26","8","113","290","11","7","366.777","16.945","325.968","313.029"
"6","26","9","88","346","12.2","7","418.316","19.263","368.84","354.576"
"6","26","10","113","417","12","7","525.842","21.144","459.91","442.605"
"6","26","11","154","451","13","9","616.924","22.341","536.663","516.555"
"6","26","12","195","456","13.2","8","663.229","24.218","571.919","550.451"
"6","26","13","152","467","14","9","623.533","23.614","539.149","518.946"
"6","26","14","147","416","14","8","547.975","23.057","474.775","456.944"
"6","26","15","200","302","14","8","444.165","21.174","386.926","372.083"
"6","26","16","114","279","14","8","334.138","19.146","292.65","280.693"
"6","26","17","110","178","14","9","209.123","16.621","182.083","173.09"
"6","26","18","48","92","12.7","5","93.059","13.688","81.483","74.792"
"6","26","19","0","18","11","2","17.356","9.576","15.993","10.599"
"6","26","20","0","0","10","3","0","10","0","0"
"6","26","21","0","0","10.6","2","0","10.6","0","0"
"6","26","22","0","0","9","2","0","9","0","0"
"6","26","23","0","0","9","3","0","9","0","0"
"6","27","0","0","0","9.4","3","0","9.4","0","0"
"6","27","1","0","0","10","2","0","10","0","0"
"6","27","2","0","0","10","3","0","10","0","0"
"6","27","3","0","0","9.6","3","0","9.6","0","0"
"6","27","4","0","3","10","2","2.887","7.594","2.683","0"
"6","27","5","0","21","11","3","20.241","9.447","18.662","13.218"
"6","27","6","0","51","11","4","49.232","10.426","45.198","39.245"
"6","27","7","0","86","11","5","83.133","11.354","76.009","69.433"
"6","27","8","0","119","13","5","115.266","14.195","104.066","96.891"
"6","27","9","0","147","13.2","5","142.8","15.101","128.402","120.684"
"6","27","10","2","166","14","4","163.503","16.799","145.895","137.774"
"6","27","11","2","176","15","6","173.632","17.447","154.481","146.157"
"6","27","12","2","177","13.9","4","174.646","17.079","155.642","147.291"
"6","27","13","3","224","14","4","221.896","18.393","196.572","187.217"
"6","27","14","1","248","15","3","243.46","20.636","213.468","203.68"
"6","27","15","19","230","16.2","3","237.591","21.762","207.097","197.473"
"6","27","16","10","200","15","4","199.24","19.015","175.797","166.959"
"6","27","17","4","142","13","9","137.768","14.318","124.142","116.521"
"6","27","18","0","71","12.5","4","67.771","12.8","61.568","55.288"
"6","27","19","0","12","12","1","11.561","9.933","10.637","5.341"
"6","27","20","0","0","12","2","0","12","0","0"
"6","27","21","0","0","11.6","3","0","11.6","0","0"
"6","27","22","0","0","12","2","0","12","0","0"
"6","27","23","0","0","11","4","0","11","0","0"
"6","28","0","0","0","11","1","0","11","0","0"
"6","28","1","0","0","10","3","0","10","0","0"
"6","28","2","0","0","10","4","0","10","0","0"
"6","28","3","0","0","8.9","3","0","8.9","0","0"
"6","28","4","0","6","9","3","5.776","6.982","5.383","0.184"
"6","28","5","0","40","9","6","38.602","8.304","35.769","30"
"6","28","6","0","99","9.8","4","95.271","10.456","87.452","80.635"
"6","28","7","2","167","11","7","162.591","12.853","147.624","139.462"
"6","28","8","4","231","10","7","227.779","13.166","206.553","196.944"
"6","28","9","20","273","10.2","6","283.693","14.962","255.186","244.284"
"6","28","10","14","364","13.3","4","372.288","21.827","324.63","311.73"
"6","28","11","23","431","13","9","450.482","19.509","397.039","381.866"
"6","28","12","80","430","13.4","7","515.542","22.418","448.319","431.418"
"6","28","13","23","411","12","8","428.759","18.843","379.039","364.449"
"6","28","14","14","330","12","7","336.367","17.63","298.984","286.843"
"6","28","15","6","241","12.6","6","239.345","16.689","213.63","203.838"
"6","28","16","8","228","12","4","225.484","16.66","201.165","191.693"
"6","28","17","19","165","13","5","164.748","15.661","146.956","138.809"
"6","28","18","6","87","13.3","4","83.141","14.093","74.757","68.207"
"6","28","19","0","19","11","2","18.323","9.556","16.886","11.475"
"6","28","20","0","0","10","3","0","10","0","0"
"6","28","21","0","0","7.9","3","0","7.9","0","0"
"6","28","22","0","0","8","3","0","8","0","0"
"6","28","23","0","0","9","4","0","9","0","0"
"6","29","0","0","0","9.4","3","0","9.4","0","0"
"6","29","1","0","0","8","3","0","8","0","0"
"6","29","2","0","0","8","3","0","8","0","0"
"6","29","3","0","0","6.9","3","0","6.9","0","0"
"6","29","4","0","15","8","3","14.464","6.213","13.525","8.176"
"6","29","5","93","80","10","2","83.166","10.27","71.471","64.989"
"6","29","6","314","134","12.4","2","224.866","17.573","185.169","176.1"
"6","29","7","470","170","14","3","405.111","24.093","338.404","325.087"
"6","29","8","543","203","15","4","574.751","28.921","479.66","461.654"
"6","29","9","502","272","17.4","2","695.162","38.865","556.942","536.057"
"6","29","10","521","311","17","2","809.708","42.246","638.962","614.779"
"6","29","11","517","340","18","3","868.441","42.273","685.52","659.353"
"6","29","12","519","342","19.2","3","875.622","43.797","685.815","659.635"
"6","29","13","601","270","20","3","852.616","44.001","666.86","641.497"
"6","29","14","639","214","20","2","766.693","44.528","596.948","574.485"
"6","29","15","627","174","20.9","3","625.672","38.667","498.568","479.878"
"6","29","16","445","191","20","3","431.798","32.195","349.902","336.231"
"6","29","17","274","153","20","2","243.216","27.449","195.526","186.197"
"6","29","18","79","95","19","2","99.613","21.123","82.809","76.091"
"6","29","19","0","22","17","2","21.224","15.886","19.017","13.567"
"6","29","20","0","0","15","0","0","15","0","0"
"6","29","21","0","0","14.7","0","0","14.7","0","0"
"6","29","22","0","0","12","0","0","12","0","0"
"6","29","23","0","0","11","3","0","11","0","0"
"6","30","0","0","0","9.4","3","0","9.4","0","0"
"6","30","1","0","0","9","3","0","9","0","0"
"6","30","2","0","0","9","2","0","9","0","0"
"6","30","3","0","0","8.3","2","0","8.3","0","0"
"6","30","4","0","15","9","3","14.464","7.233","13.465","8.118"
"6","30","5","99","79","12","3","82.806","12.297","70.213","63.757"
"6","30","6","321","133","14.6","3","225.683","19.219","184.137","175.093"
"6","30","7","541","141","18","3","411.264","28.252","335.314","322.091"
"6","30","8","573","192","18.7","3","583.253","34.199","474.226","456.414"
"6","30","9","508","270","19.4","3","697.667","38.471","560.033","539.029"
"6","30","10","521","310","20","3","808.443","42.298","637.791","613.656"
"6","30","11","519","339","22","3","869.225","46.137","672.576","646.968"
"6","30","12","520","341","22.2","4","875.54","44.527","683.172","657.106"
"6","30","13","519","318","23","6","824.3","40.09","657.757","632.782"
"6","30","14","518","274","21","7","724.639","34.581","593.436","571.115"
"6","30","15","477","237","21.3","7","581.893","32.085","479.799","461.788"
"6","30","16","292","227","22","8","382.985","28.285","318.266","305.557"
"6","30","17","138","166","21","8","207.785","23.991","173.725","164.938"
"6","30","18","10","86","19.3","7","82.853","19.951","72.325","65.825"
"6","30","19","0","21","17.6","8","20.257","16.914","18.066","12.634"
"6","30","20","0","0","15.8","5","0","15.8","0","0"
"6","30","21","0","0","14.2","6","0","14.2","0","0"
"6","30","22","0","0","12.8","2","0","12.8","0","0"
"6","30","23","0","0","11.9","2","0","11.9","0","0"
"7","1","0","0","0","11.4","2","0","11.4","0","0"
"7","1","1","0","0","11.2","1","0","11.2","0","0"
"7","1","2","0","0","11.2","0","0","11.2","0","0"
"7","1","3","0","0","11.2","3","0","11.2","0","0"
"7","1","4","0","8","11.1","1","7.706","8.333","7.14","1.908"
"7","1","5","0","65","10.9","1","61.677","10.265","56.662","50.482"
"7","1","6","94","146","13.3","1","168.06","17.221","145.221","137.115"
"7","1","7","138","231","15","1","295.471","24.382","251.308","240.512"
"7","1","8","167","308","17","2.1","420.602","29.02","352.98","339.213"
"7","1","9","178","377","18.6","2","528.476","34.532","433.202","416.82"
"7","1","10","118","409","20","2.1","528.991","36.151","430.606","414.313"
"7","1","11","28","426","20","2.1","450.348","33.872","370.801","356.474"
"7","1","12","11","342","20.7","1","348.477","33.736","287.117","275.319"
"7","1","13","16","320","21","3.1","330.137","29.404","277.774","266.242"
"7","1","14","15","286","22","3.1","293.185","29.356","246.713","236.043"
"7","1","15","9","241","21.2","3","241.534","27.098","205.411","195.831"
"7","1","16","2","182","21","2.1","177.499","25.491","152.115","143.847"
"7","1","17","0","115","18","3.1","110.749","19.797","97.482","90.451"
"7","1","18","0","53","18.1","1","51.15","18.085","45.376","39.42"
"7","1","19","0","12","18","1","11.563","16.02","10.355","5.064"
"7","1","20","0","0","17","2.1","0","17","0","0"
"7","1","21","0","0","15.2","3","0","15.2","0","0"
"7","1","22","0","0","16","1","0","16","0","0"
"7","1","23","0","0","15","2.1","0","15","0","0"
"7","2","0","0","0","14.3","4","0","14.3","0","0"
"7","2","1","0","0","14","0","0","14","0","0"
"7","2","2","0","0","13","2.1","0","13","0","0"
"7","2","3","0","0","12.8","2","0","12.8","0","0"
"7","2","4","0","11","13","1","10.601","10.41","9.733","4.455"
"7","2","5","0","59","15","1","56.273","14.301","50.781","44.718"
"7","2","6","0","101","16.7","4","97.164","17.574","86.398","79.603"
"7","2","7","0","142","17","3.1","137.387","19.219","121.25","113.694"
"7","2","8","0","159","17","2.1","154.375","20.234","135.611","127.728"
"7","2","9","0","147","18","4","142.828","20.364","125.392","117.743"
"7","2","10","2","220","18","3.1","216.961","22.59","188.524","179.37"
"7","2","11","2","292","19","2.1","289.245","26.738","246.488","235.824"
"7","2","12","3","349","20.6","2","347.766","30.562","290.99","279.08"
"7","2","13","16","320","16","2.1","330.153","25.56","282.913","271.235"
"7","2","14","15","285","18","2.1","292.201","26.333","249.452","238.707"
"7","2","15","9","240","18.3","2","240.559","25.012","206.608","196.996"
"7","2","16","0","155","16","3.1","150.152","19.085","132.597","124.784"
"7","2","17","0","79","16","1","76.313","17.18","67.978","61.568"
"7","2","18","0","27","17","2","26.038","15.92","23.327","17.795"
"7","2","19","0","5","16","1","4.813","13.49","4.359","0"
"7","2","20","0","0","16","1","0","16","0","0"
"7","2","21","0","0","15.5","1","0","15.5","0","0"
"7","2","22","0","0","15","1","0","15","0","0"
"7","2","23","0","0","15","1","0","15","0","0"
"7","3","0","0","0","13.8","2","0","13.8","0","0"
"7","3","1","0","0","14","1","0","14","0","0"
"7","3","2","0","0","14","1","0","14","0","0"
"7","3","3","0","0","13.3","2","0","13.3","0","0"
"7","3","4","0","5","13","0","4.814","8.584","4.455","0"
"7","3","5","0","28","14","1","27.005","12.089","24.611","19.055"
"7","3","6","0","51","15.4","4","49.24","14.925","44.311","38.375"
"7","3","7","0","86","15","4.1","83.147","15.455","74.645","68.097"
"7","3","8","0","119","15","4.1","115.287","16.373","103.071","95.918"
"7","3","9","0","147","16.2","5","142.829","18.148","126.671","118.993"
"7","3","10","2","221","17","4.1","217.959","21.182","190.629","181.424"
"7","3","11","2","293","17","3.1","290.261","23.849","250.741","239.961"
"7","3","12","3","349","17.6","5","347.787","24.622","299.348","287.197"
"7","3","13","2","280","17","4.1","276.936","23.274","239.872","229.387"
"7","3","14","2","202","17","4.1","198.752","21.099","173.894","165.102"
"7","3","15","0","126","17.3","6","122.149","18.794","108.012","100.75"
"7","3","16","0","93","16","5.1","89.939","16.748","80.273","73.608"
"7","3","17","0","59","16","5.1","56.983","15.931","51.047","44.979"
"7","3","18","0","27","14.9","6","26.038","14.117","23.516","17.981"
"7","3","19","0","5","14","3.1","4.813","12.188","4.385","0"
"7","3","20","0","0","14","3.1","0","14","0","0"
"7","3","21","0","0","13.6","5","0","13.6","0","0"
"7","3","22","0","0","13.6","5","0","13.6","0","0"
"7","3","23","0","0","13.5","5","0","13.5","0","0"
"7","4","0","0","0","13.5","5","0","13.5","0","0"
"7","4","1","0","0","13","3.1","0","13","0","0"
"7","4","2","0","0","13","2.1","0","13","0","0"
"7","4","3","0","0","13.4","3","0","13.4","0","0"
"7","4","4","0","3","14","3.1","2.887","12.034","2.632","0"
"7","4","5","0","21","14","3.1","20.245","12.533","18.413","12.974"
"7","4","6","0","51","14.9","5","49.24","14.469","44.401","38.464"
"7","4","7","14","185","17","2.1","185.98","20.793","162.608","154.09"
"7","4","8","125","305","18","3.1","389.23","27.416","329.419","316.375"
"7","4","9","330","340","20.8","5","618.606","34.167","507.614","488.593"
"7","4","10","515","287","22","4.1","778.382","41.193","617.52","594.223"
